,words,freq
1446,poise,56756180
1447,poker,56677377
1448,polar,56638839
1449,polka,56599468
1450,polyp,56564005
1451,pooch,56547673
1452,poppy,56542418
1453,porch,56512308
1454,poser,56499843
1455,posit,56492789
1456,posse,56471180
1457,pouch,56442762
1458,pound,56421594
1459,pouty,56414984
1460,power,56365355
1461,prank,56284017
1462,prawn,56282937
1463,preen,56253287
1464,press,56201501
1465,price,56181783
1466,prick,56132270
1467,pride,56095954
1468,pried,56063953
1469,prime,56057597
1470,primo,56038634
1471,print,56034110
1472,prior,55979169
1473,prism,55972678
1474,privy,55951880
1475,prize,55842334
1476,probe,55819696
1477,prone,55721876
1478,prong,55692230
1479,proof,55673859
1480,prose,55669441
1481,proud,55611036
1482,prove,55523958
1483,prowl,55504730
1484,proxy,55502123
1485,prude,55486868
1486,prune,55448425
1487,psalm,55429399
1488,pubic,55360149
1489,pudgy,55293215
1490,puffy,55276661
1491,pulpy,55199085
1492,pulse,55189682
1493,punch,55180611
1494,pupal,55157142
1495,pupil,55147325
1496,puppy,55145932
1497,puree,55143498
1498,purer,55131463
1499,purge,55083965
1500,purse,55051644
1501,pushy,54965019
1502,putty,54964736
1503,pygmy,54946412
1504,quack,54929645
1505,quail,54886061
1506,quake,54831021
1507,qualm,54810628
1508,quark,54789622
1509,quart,54781266
1510,quash,54646045
1511,quasi,54576595
1512,queen,54513834
1513,queer,54418499
1514,quell,54379896
1515,query,54346724
1516,quest,54342432
1517,queue,54275130
1518,quick,54274405
1519,quiet,54257643
1520,quill,54170529
1521,quilt,54146984
1522,quirk,54140138
1523,quite,54106694
1524,quota,54096391
1525,quote,54079229
1526,quoth,54063969
1527,rabbi,54062139
1528,rabid,54000221
1529,racer,53876176
1530,radar,53824933
1531,radii,53784382
1532,radio,53759851
1533,rainy,53710784
1534,raise,53534781
1535,rajah,53532481
1536,rally,53512775
1537,ralph,53511683
1538,ramen,53495303
1539,ranch,53491312
1540,randy,53464587
1541,range,53462150
1542,rapid,53447410
1543,rarer,53444032
1544,raspy,53406486
1545,ratio,53352976
1546,ratty,53312008
1547,raven,53253798
1548,rayon,53247607
1549,razor,53189294
1550,reach,53171478
1551,react,53122840
1552,ready,53083729
1553,realm,53046994
1554,rearm,53025248
1555,rebar,53007762
1556,rebel,52979810
1557,rebus,52917604
1558,rebut,52891750
1559,recap,52877471
1560,recur,52815755
1561,recut,52799552
1562,reedy,52756224
1563,refer,52738089
1564,refit,52716319
1565,regal,52688696
1566,rehab,52681344
1567,reign,52629633
1568,relax,52557860
1569,relay,52556205
1570,relic,52546300
1571,remit,52518330
1572,renal,52515245
1573,renew,52507183
1574,repay,52496488
1575,repel,52452012
1576,reply,52436419
1577,rerun,52423381
1578,reset,52396856
1579,resin,52320953
1580,retch,52297214
1581,retro,52215969
1582,retry,52214134
1583,reuse,52199865
1584,revel,52183597
1585,revue,52028227
1586,rhino,52008297
1587,rhyme,52006621
1588,rider,52004289
1589,ridge,51895609
1590,rifle,51816428
1591,right,51788932
1592,rigid,51765877
1593,rigor,51697361
1594,rinse,51696304
1595,ripen,51652407
1596,riper,51621090
1597,risen,51590807
1598,riser,51577196
1599,risky,51553238
1600,rival,51536707
1601,river,51531914
1602,rivet,51525815
1603,roach,51483174
1604,roast,51454053
1605,robin,51449559
1606,robot,51426255
1607,rocky,51407261
1608,rodeo,51387515
1609,roger,51387258
1610,rogue,51357793
1611,roomy,51349877
1612,roost,51331999
1613,rotor,51330557
1614,rouge,51304347
1615,rough,51282170
1616,round,51244541
1617,rouse,51242970
1618,route,51223290
1619,rover,51160616
1620,rowdy,51156220
1621,rower,51147967
1622,royal,51130555
1623,ruddy,51090757
1624,ruder,51076716
1625,rugby,51033173
1626,ruler,51024682
1627,rumba,51019438
1628,rumor,50973666
1629,rupee,50931988
1630,rural,50913495
1631,rusty,50887864
1632,sadly,50843671
1633,safer,50819909
1634,saint,50818165
1635,salad,50800782
1636,sally,50767076
1637,salon,50701997
1638,salsa,50683428
1639,salty,50669807
1640,salve,50630393
1641,salvo,50604732
1642,sandy,50551171
1643,saner,50474760
1644,sappy,50409715
1645,sassy,50405472
1646,satin,50389892
1647,satyr,50347350
1648,sauce,50276653
1649,saucy,50141455
1650,sauna,50036200
1651,saute,50022454
1652,savor,50022259
1653,savoy,50001652
1654,savvy,49969150
1655,scald,49918570
1656,scale,49844591
1657,scalp,49832283
1658,scaly,49747608
1659,scamp,49699093
1660,scant,49698346
1661,scare,49694725
1662,scarf,49574004
1663,scary,49551303
1664,scene,49547349
1665,scent,49513286
1666,scion,49510931
1667,scoff,49495349
1668,scold,49452604
1669,scone,49391366
1670,scoop,49272598
1671,scope,49215402
1672,score,49156828
1673,scorn,49148844
1674,scour,49087727
1675,scout,49020998
1676,scowl,48999091
1677,scram,48985772
1678,scrap,48858672
1679,scree,48850257
1680,screw,48836974
1681,scrub,48831449
1682,scrum,48812305
1683,scuba,48807490
1684,sedan,48746882
1685,seedy,48726947
1686,segue,48668931
1687,seize,48658750
1688,semen,48651550
1689,sense,48646296
1690,sepia,48616832
1691,serif,48580528
1692,serum,48562078
1693,serve,48544776
1694,setup,48492757
1695,seven,48490497
1696,sever,48483165
1697,sewer,48463463
1698,shack,48419913
1699,shade,48384167
1700,shady,48329678
1701,shaft,48325930
1702,shake,48284665
1703,shaky,48255033
1704,shale,48202721
1705,shall,48175593
1706,shalt,48137341
1707,shame,48075237
1708,shank,48073394
1709,shape,48063184
1710,shard,48053008
1711,share,48002944
1712,shark,47989278
1713,sharp,47975295
1714,shave,47959756
1715,shawl,47954144
1716,shear,47934860
1717,sheen,47911964
1718,sheep,47898290
1719,sheer,47856201
1720,sheet,47847595
1721,sheik,47827531
1722,shelf,47775300
1723,shell,47745287
1724,shied,47737474
1725,shift,47716394
1726,shine,47703520
1727,shiny,47674782
1728,shire,47661725
1729,shirk,47613452
1730,shirt,47612536
1731,shoal,47609624
1732,shock,47588521
1733,shone,47500911
1734,shook,47449450
1735,shoot,47426506
1736,shore,47402973
1737,shorn,47364531
1738,short,47344388
1739,shout,47315243
1740,shove,47278206
1741,shown,47251104
1742,showy,47211631
1743,shrew,47195123
1744,shrub,47176048
1745,shrug,47045446
1746,shuck,47041301
1747,shunt,46983244
1748,shush,46978262
1749,shyly,46946408
1750,siege,46929581
1751,sieve,46922000
1752,sight,46917563
1753,sigma,46914652
1754,silky,46907473
1755,silly,46901429
1756,since,46897368
1757,sinew,46865979
1758,singe,46857152
1759,siren,46839855
1760,sissy,46800115
1761,sixth,46748380
1762,sixty,46745446
1763,skate,46729648
1764,skier,46728329
1765,skiff,46688059
1766,skill,46684251
1767,skimp,46610382
1768,skirt,46607011
1769,skulk,46528775
1770,skull,46516265
1771,skunk,46482449
1772,slack,46437105
1773,slain,46367780
1774,slang,46347305
1775,slant,46346026
1776,slash,46307526
1777,slate,46292709
1778,slave,46236766
1779,sleek,46234721
1780,sleep,46208737
1781,sleet,46198876
1782,slept,46136062
1783,slice,46079991
1784,slick,46057216
1785,slide,46017042
1786,slime,46013973
1787,slimy,45983826
1788,sling,45918427
1789,slink,45905830
1790,sloop,45733685
1791,slope,45719822
1792,slosh,45699591
1793,sloth,45649146
1794,slump,45638167
1795,slung,45598411
1796,slunk,45575150
1797,slurp,45541515
1798,slush,45494334
1799,slyly,45480506
1800,smack,45454173
1801,small,45453557
1802,smart,45445524
1803,smash,45436523
1804,smear,45434902
1805,smell,45432300
1806,smelt,45410185
1807,smile,45407189
1808,smirk,45381752
1809,smite,45332755
1810,smith,45322858
1811,smock,45314848
1812,smoke,45314350
1813,smoky,45286019
1814,smote,45271886
1815,snack,45242119
1816,snail,45207269
1817,snake,45145293
1818,snaky,45133501
1819,snare,45080741
1820,snarl,45047619
1821,sneak,45032014
1822,sneer,45023597
1823,snide,44960208
1824,sniff,44953365
1825,snipe,44946800
1826,snoop,44936390
1827,snore,44905064
1828,snort,44858110
1829,snout,44854981
1830,snowy,44829675
1831,snuck,44810653
1832,snuff,44784650
1833,soapy,44784448
1834,sober,44754518
1835,soggy,44752502
1836,solar,44738913
1837,solid,44681366
1838,solve,44674077
1839,sonar,44670729
1840,sonic,44619724
1841,sooth,44569745
1842,sooty,44561701
1843,sorry,44556124
1844,sound,44546845
1845,south,44526131
1846,sower,44467948
1847,space,44466066
1848,spade,44429644
1849,spank,44375770
1850,spare,44361090
1851,spark,44298807
1852,spasm,44295187
1853,spawn,44244364
1854,speak,44224906
1855,spear,44222089
1856,speck,44214414
1857,speed,44201358
1858,spell,44180185
1859,spelt,44159268
1860,spend,44137441
1861,spent,44128080
1862,sperm,44127294
1863,spice,44118980
1864,spicy,44049643
1865,spied,44038489
1866,spiel,44026683
1867,spike,43997497
1868,spiky,43972925
1869,spill,43931892
1870,spilt,43927084
1871,spine,43897035
1872,spiny,43883676
1873,spire,43874498
1874,spite,43872888
1875,splat,43872031
1876,split,43848202
1877,spoil,43706094
1878,spoke,43667070
1879,spoof,43661633
1880,spook,43634263
1881,spool,43621558
1882,spoon,43578199
1883,spore,43506778
1884,sport,43461638
1885,spout,43425570
1886,spray,43399906
1887,spree,43310674
1888,sprig,43278784
1889,spunk,43258456
1890,spurn,43252527
1891,spurt,43208309
1892,squad,43171429
1893,squat,43128760
1894,squib,43110969
1895,stack,43074829
1896,staff,43041696
1897,stage,42979181
1898,staid,42974876
1899,stain,42969195
1900,stair,42951421
1901,stake,42880250
1902,stale,42871860
1903,stalk,42867375
1904,stall,42865965
1905,stamp,42857273
1906,stand,42809196
1907,stank,42801104
1908,stare,42770237
1909,stark,42769271
1910,start,42750046
1911,stash,42720398
1912,state,42714053
1913,stave,42707469
1914,stead,42647845
1915,steak,42645254
1916,steal,42631203
1917,steam,42578510
1918,steed,42560499
1919,steel,42552937
1920,steep,42501329
1921,steer,42494931
1922,stein,42494016
1923,stern,42459641
1924,stick,42455942
1925,stiff,42450144
1926,still,42436349
1927,stilt,42436311
1928,sting,42415451
1929,stink,42379243
1930,stint,42342802
1931,stock,42336117
1932,stoic,42335952
1933,stoke,42330284
1934,stole,42265916
1935,stomp,42259849
1936,stone,42223443
1937,stony,42182798
1938,stood,42163497
1939,stool,42160203
1940,stoop,42106512
1941,store,42086828
1942,stork,42076566
1943,storm,42062854
1944,story,42048929
1945,stout,42024703
1946,stove,42022443
1947,strap,41997245
1948,straw,41949287
1949,stray,41947093
1950,strip,41922237
1951,strut,41893537
1952,stuck,41869418
1953,study,41862937
1954,stuff,41835168
1955,stump,41825348
1956,stung,41812484
1957,stunk,41782645
1958,stunt,41730382
1959,style,41706145
1960,suave,41704519
1961,sugar,41677373
1962,suing,41651718
1963,suite,41647453
1964,sulky,41645267
1965,sully,41628442
1966,sumac,41614412
1967,sunny,41537048
1968,super,41474428
1969,surer,41372877
1970,surge,41359857
1971,surly,41333371
1972,sushi,41326573
1973,swami,41281263
1974,swamp,41177555
1975,swarm,41146831
1976,swash,41144763
1977,swath,41125351
1978,swear,41109010
1979,sweat,41089558
1980,sweep,41061449
1981,sweet,41043865
1982,swell,40976633
1983,swept,40839022
1984,swift,40838300
1985,swill,40833613
1986,swine,40819336
1987,swing,40781457
1988,swirl,40770979
1989,swish,40764005
1990,swoon,40730311
1991,swoop,40728131
1992,sword,40722940
1993,swore,40697933
1994,sworn,40671821
1995,swung,40666152
1996,synod,40656645
1997,syrup,40638766
1998,tabby,40615655
1999,table,40591806
2000,taboo,40572636
2001,tacit,40568409
2002,tacky,40502273
2003,taffy,40501964
2004,taint,40498015
2005,taken,40435813
2006,taker,40414263
2007,tally,40401241
2008,talon,40364941
2009,tamer,40361756
2010,tango,40345803
2011,tangy,40334099
2012,taper,40278251
2013,tapir,40259661
2014,tardy,40231948
2015,tarot,40200521
2016,taste,40185182
2017,tasty,40161558
2018,tatty,40136550
2019,taunt,40127603
2020,tawny,40095362
2021,teach,40085342
2022,teary,40033859
2023,tease,40032805
2024,teddy,40026119
2025,teeth,39999745
2026,tempo,39971542
2027,tenet,39937252
2028,tenor,39937049
2029,tense,39912229
2030,tenth,39910915
2031,tepee,39897915
2032,tepid,39891285
2033,terra,39845710
2034,terse,39832721
2035,testy,39830748
2036,thank,39794764
2037,theft,39757666
2038,their,39753116
2039,theme,39752354
2040,there,39733007
2041,these,39699360
2042,theta,39672754
2043,thick,39664896
2044,thief,39610476
2045,thigh,39603838
2046,thing,39591949
2047,think,39573067
2048,third,39512059
2049,thong,39483236
2050,thorn,39450440
2051,those,39440877
2052,three,39329759
2053,threw,39326417
2054,throb,39307643
2055,throw,39304731
2056,thrum,39297134
2057,thumb,39283012
2058,thump,39244593
2059,thyme,39238403
2060,tiara,39229938
2061,tibia,39186605
2062,tidal,39148291
2063,tiger,39130223
2064,tight,39129365
2065,tilde,39099536
2066,timer,39030637
2067,timid,39017017
2068,tipsy,39015275
2069,titan,39014041
2070,tithe,39001376
2071,title,38989028
2072,toast,38931224
2073,today,38929141
2074,toddy,38911531
2075,token,38909717
2076,tonal,38902162
2077,tonga,38886455
2078,tonic,38863806
2079,tooth,38854380
2080,topaz,38827156
2081,topic,38827057
2082,torch,38793313
2083,torso,38787600
2084,torus,38781893
2085,total,38778931
2086,totem,38778191
2087,touch,38777600
2088,tough,38771183
2089,towel,38740174
2090,tower,38729323
2091,toxic,38611137
2092,toxin,38605173
2093,trace,38592422
2094,track,38568257
2095,tract,38542153
2096,trade,38521552
2097,trail,38506956
2098,train,38496936
2099,trait,38458400
2100,tramp,38442247
2101,trash,38442243
2102,trawl,38437769
2103,tread,38369963
2104,treat,38341510
2105,trend,38339299
2106,triad,38316678
2107,trial,38308402
2108,tribe,38291353
2109,trice,38290292
2110,trick,38269468
2111,tried,38259201
2112,tripe,38254292
2113,trite,38243352
2114,troll,38241315
2115,troop,38237169
2116,trope,38223775
2117,trout,38222553
2118,trove,38207430
2119,truce,38185755
2120,truck,38166598
2121,truer,38162958
2122,truly,38159464
2123,trump,38133521
2124,trunk,38128226
2125,truss,38123233
2126,trust,38087999
2127,truth,38010732
2128,tryst,38002278
2129,tubal,37995481
2130,tuber,37987474
2131,tulip,37983649
2132,tulle,37957036
2133,tumor,37930473
2134,tunic,37896224
2135,turbo,37877419
2136,tutor,37866418
2137,twang,37857880
2138,tweak,37835381
2139,tweed,37822746
2140,tweet,37819618
2141,twice,37786251
2142,twine,37777117
2143,twirl,37732409
2144,twist,37668153
2145,twixt,37662109
2146,tying,37644829
2147,udder,37642746
2148,ulcer,37603892
2149,ultra,37600088
2150,umbra,37589833
2151,uncle,37573028
2152,uncut,37569902
2153,under,37544399
2154,undid,37537204
2155,undue,37493474
2156,unfed,37455957
2157,unfit,37433033
2158,unify,37426444
2159,union,37396357
2160,unite,37387206
2161,unity,37376019
2162,unlit,37332761
2163,unmet,37316112
2164,unset,37305612
2165,untie,37254344
2166,until,37247684
2167,unwed,37219937
2168,unzip,37200952
2169,upper,37166923
2170,upset,37150011
2171,urban,37143112
2172,urine,37133738
2173,usage,37115369
2174,usher,37106331
2175,using,37102510
2176,usual,37039579
2177,usurp,37025517
2178,utile,36985229
2179,utter,36981573
2180,vague,36971683
2181,valet,36946912
2182,valid,36942635
2183,valor,36925475
2184,value,36918321
2185,valve,36918315
2186,vapid,36864919
2187,vapor,36860865
2188,vault,36853656
2189,vaunt,36852843
2190,vegan,36831853
2191,venom,36831035
2192,venue,36830419
2193,verge,36798662
2194,verse,36769721
2195,verso,36766773
2196,verve,36743717
2197,vicar,36728229
2198,video,36726336
2199,vigil,36712083
2200,vigor,36710704
2201,villa,36697856
2202,vinyl,36686155
2203,viola,36685859
2204,viper,36676771
2205,viral,36648260
2206,virus,36636558
2207,visit,36617848
2208,visor,36576222
2209,vista,36558085
2210,vital,36548259
2211,vivid,36522534
2212,vixen,36521289
2213,vocal,36514211
2214,vodka,36508203
2215,vogue,36493381
2216,voice,36439435
2217,voila,36419737
2218,vomit,36408196
2219,voter,36381081
2220,vouch,36353838
2221,vowel,36306394
2222,vying,36286070
2223,wacky,36286003
2224,wafer,36269685
2225,wager,36253355
2226,wagon,36239839
2227,waist,36138447
2228,waive,36134893
2229,waltz,36129804
2230,warty,36108608
2231,waste,36089541
2232,watch,36087006
2233,water,36079737
2234,waver,36046200
2235,waxen,36041603
2236,weary,35991312
2237,weave,35989160
2238,wedge,35986621
2239,weedy,35937825
2240,weigh,35936559
2241,weird,35928367
2242,welch,35890230
2243,welsh,35854119
2244,wench,35847733
2245,whack,35813046
2246,whale,35803272
2247,wharf,35797333
2248,wheat,35724637
2249,wheel,35722454
2250,whelp,35722416
2251,where,35713495
2252,which,35697100
2253,whiff,35687918
2254,while,35683256
2255,whine,35674270
2256,whiny,35666896
2257,whirl,35660913
2258,whisk,35651592
2259,white,35643482
2260,whole,35629597
2261,whoop,35599513
2262,whose,35595812
2263,widen,35590976
2264,wider,35538225
2265,widow,35529909
2266,width,35525966
2267,wield,35516087
2268,wight,35473417
2269,willy,35441636
2270,wimpy,35426622
2271,wince,35421202
2272,winch,35383071
2273,windy,35358852
2274,wiser,35347899
2275,wispy,35345925
2276,witch,35345740
2277,witty,35343900
2278,woken,35327869
2279,woman,35326689
2280,women,35287380
2281,woody,35275336
2282,wooly,35233760
2283,woozy,35225937
2284,wordy,35219152
2285,world,35206660
2286,worry,35200065
2287,worse,35180146
2288,worst,35160636
2289,worth,35148024
2290,would,35123723
2291,wound,35105385
2292,woven,35080589
2293,wrack,35068361
2294,wrath,35050234
2295,wreak,35046541
2296,wreck,35033621
2297,wrest,35027490
2298,wring,34970056
2299,wrist,34965494
2300,write,34944653
2301,wrong,34929061
2302,wrote,34912487
2303,wrung,34881779
2304,wryly,34879794
2305,yacht,34865016
2306,yearn,34861007
2307,yeast,34832354
2308,yield,34807033
2309,young,34803404
2310,youth,34799901
2311,zebra,34764071
2312,zesty,34753530
2313,zonal,34742050
